,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
38094,2,27,5,2,17,4,1,2
38095,5,9,3,2,17,4,1,2
38096,5,9,7,2,18,4,1,2
38097,0,0,5,2,5,4,2,5
38098,11,9,1,2,21,4,1,2
38099,1,22,8,2,13,4,1,2
38100,0,70,1,7,0,4,1,1
38101,3,5,10,7,5,10,1,1
38102,14,21,4,2,0,10,1,2
38103,0,61,5,1,7,10,1,6
38104,1,81,13,1,20,10,1,9
38105,1,0,4,1,5,14,3,9
38106,11,0,3,1,28,14,1,6
38107,13,0,1,1,0,10,2,5
38108,0,63,2,1,18,10,1,6
38109,0,2,0,1,18,10,1,6
38110,4,0,3,1,3,10,2,5
38111,0,0,5,1,80,10,1,6
38112,0,0,10,1,6,10,1,6
38113,10,0,3,1,83,10,1,6
38114,10,0,11,1,63,10,1,6
38115,6,20,5,1,11,10,1,6
38116,1,65,3,1,7,4,1,9
38117,1,65,3,1,92,4,1,9
38118,1,31,1,1,5,4,1,9
38119,2,48,1,1,18,4,1,6
38120,0,0,10,1,0,4,5,6
38121,2,0,5,1,0,4,2,5
38122,0,4,3,1,2,10,1,6
38123,7,28,1,1,2,10,1,6
38124,3,80,1,1,28,10,1,6
38125,3,77,6,1,2,10,1,6
38126,13,39,0,1,2,10,1,6
38127,5,7,7,1,2,10,1,6
38128,4,22,0,1,5,10,1,6
38129,1,1,1,1,11,10,1,9
38130,1,5,1,1,3,10,4,9
38131,1,64,3,1,3,10,1,9
38132,2,0,1,2,28,4,1,2
38133,6,0,6,7,10,10,1,1
38134,10,0,0,7,10,4,2,5
38135,6,0,1,6,40,4,1,3
38136,2,0,4,7,0,4,1,1
38137,6,29,1,2,56,10,1,2
38138,3,13,6,7,44,4,1,1
38139,5,0,10,7,6,4,2,5
38140,3,0,10,7,0,4,1,1
38141,12,0,3,7,71,4,1,1
38142,7,0,3,7,71,4,1,1
38143,6,0,10,7,1,4,2,5
38144,1,0,3,7,5,6,4,1
38145,2,55,5,2,7,10,1,2
38146,0,43,1,2,13,10,1,2
38147,1,0,16,0,0,4,1,0
38148,1,0,12,0,55,4,1,0
38149,5,0,10,7,5,6,1,1
38150,0,0,1,7,70,2,2,5
38151,0,0,1,1,65,12,1,6
38152,3,0,3,1,85,12,1,6
38153,5,4,1,1,20,4,1,6
38154,7,98,1,2,0,2,1,2
38155,1,35,5,2,3,2,1,2
38156,1,71,3,2,7,2,1,2
38157,9,0,0,2,20,4,1,2
38158,0,92,0,2,12,4,1,2
38159,7,0,5,2,7,4,1,2
38160,1,7,4,2,0,4,1,2
38161,1,65,0,2,13,10,1,2
38162,11,0,10,7,5,5,1,1
38163,6,0,1,2,49,2,1,2
38164,11,0,7,1,5,10,1,6
38165,9,0,5,1,0,2,4,6
38166,1,29,2,1,20,2,1,9
38167,11,0,5,1,6,10,1,6
38168,1,70,3,1,0,2,1,9
38169,7,83,0,2,4,2,1,2
38170,7,83,1,2,13,2,1,2
38171,0,38,10,7,0,6,1,1
38172,0,0,1,2,1,2,2,5
38173,1,0,0,2,44,2,1,2
38174,0,0,1,2,66,2,1,2
38175,8,0,4,2,64,2,1,2
38176,9,96,2,2,17,4,1,2
38177,1,0,3,2,81,2,1,2
38178,3,11,8,7,0,6,1,1
38179,1,41,1,1,56,4,1,9
38180,1,0,2,0,10,4,1,0
38181,1,45,3,0,17,4,1,0
38182,0,46,2,0,6,10,1,0
38183,13,0,0,5,51,2,1,7
38184,12,0,6,7,32,4,1,1
38185,5,50,1,1,0,10,1,6
38186,12,65,1,1,0,10,1,6
38187,0,0,3,1,9,4,1,6
38188,9,21,3,1,28,7,1,6
38189,1,15,1,1,39,10,1,9
38190,3,47,1,1,2,10,1,6
38191,1,83,3,1,28,10,1,9
38192,1,11,4,1,7,10,1,9
38193,0,13,1,1,87,10,2,6
38194,1,17,5,1,87,10,1,9
38195,1,49,3,1,7,4,1,9
38196,0,43,1,1,3,4,1,6
38197,7,64,1,1,3,10,1,6
38198,2,9,0,7,0,1,1,1
38199,0,0,2,2,0,4,1,2
38200,3,0,1,7,1,4,2,5
38201,3,21,8,0,76,4,1,0
38202,1,0,3,1,38,7,1,9
38203,1,0,0,1,12,10,1,9
38204,2,0,0,0,6,1,1,0
38205,14,0,3,0,5,4,2,5
38206,5,0,2,0,0,4,2,5
38207,9,0,3,2,32,6,1,2
38208,4,0,0,5,19,6,1,7
38209,2,0,0,5,19,6,1,7
38210,9,0,0,2,32,6,1,2
38211,13,0,2,5,14,4,1,4
38212,2,0,12,0,46,6,1,0
38213,3,0,2,5,14,4,1,4
38214,0,0,6,2,7,2,1,2
38215,0,0,14,2,10,2,1,2
38216,5,0,3,2,7,4,1,2
38217,1,66,0,1,42,4,1,9
38218,9,45,3,0,38,4,1,0
38219,5,0,2,0,11,6,1,0
38220,2,28,2,0,2,4,1,0
38221,7,3,6,1,92,4,1,6
38222,0,0,3,7,0,6,1,1
38223,1,0,10,7,0,6,2,5
38224,8,0,6,1,56,12,1,6
38225,5,0,2,3,6,6,6,4
38226,13,8,5,1,3,12,1,6
38227,4,63,6,7,10,2,1,1
38228,5,0,0,7,9,4,1,1
38229,6,0,3,2,3,2,1,2
38230,2,0,1,2,0,2,1,2
38231,12,31,0,0,7,4,1,0
38232,1,64,3,1,14,4,1,9
38233,1,92,4,0,18,6,1,0
38234,16,0,1,1,5,10,1,6
38235,3,0,2,7,20,4,2,5
38236,0,0,3,2,0,2,2,5
38237,0,0,0,7,32,4,1,1
38238,1,65,4,2,17,10,1,2
38239,6,0,1,7,6,4,1,1
38240,2,0,0,7,10,6,2,5
38241,1,0,1,2,10,2,1,2
38242,1,0,3,7,6,0,1,1
38243,16,38,1,5,49,6,1,4
38244,14,0,2,5,5,6,1,4
38245,1,0,2,5,75,6,1,4
38246,1,0,13,2,5,2,1,2
38247,16,0,0,5,0,4,7,7
38248,1,63,4,1,0,14,2,9
38249,10,15,0,4,35,4,1,8
38250,16,22,2,5,0,4,1,4
38251,1,13,3,1,0,12,1,9
38252,9,15,0,2,18,6,1,2
38253,1,54,0,0,32,6,1,0
38254,0,0,1,1,67,4,1,6
38255,0,7,1,1,67,4,1,6
38256,0,1,1,1,18,4,2,6
38257,1,83,3,0,18,2,1,0
38258,0,7,1,1,0,4,1,6
38259,6,0,1,5,19,4,2,5
38260,0,0,4,7,0,10,6,1
38261,7,0,1,1,5,2,2,5
38262,2,24,3,2,0,6,1,2
38263,0,14,1,2,17,10,1,2
38264,5,0,7,1,0,2,2,5
38265,8,0,3,1,0,10,3,6
38266,0,0,2,1,28,10,1,6
38267,0,15,3,1,20,6,1,6
38268,1,0,2,1,20,6,1,9
38269,0,0,8,0,0,4,1,0
38270,3,15,3,0,18,4,1,0
38271,1,19,3,0,18,4,1,0
38272,5,0,3,0,0,4,3,0
38273,6,35,1,7,75,2,1,1
38274,1,16,1,7,75,2,1,1
38275,6,86,1,0,75,2,1,0
38276,11,0,1,0,9,4,1,0
38277,7,0,16,0,5,4,1,0
38278,7,6,8,1,5,2,1,6
38279,1,53,1,1,32,2,1,9
38280,1,8,1,1,20,2,1,9
38281,5,12,1,1,0,2,1,6
38282,3,0,1,1,20,2,1,6
38283,2,0,6,7,24,4,2,5
38284,5,65,13,4,86,4,1,8
38285,3,84,3,1,5,14,1,6
38286,1,21,1,1,10,14,1,9
38287,6,0,8,1,10,14,1,6
38288,1,45,0,0,89,6,1,0
38289,1,54,0,2,4,6,1,2
38290,7,95,1,0,7,4,1,0
38291,1,95,5,0,7,4,2,5
38292,1,9,1,0,7,4,1,0
38293,1,30,1,0,7,4,1,0
38294,2,1,3,0,83,4,1,0
38295,16,12,2,5,9,4,1,4
38296,1,74,1,1,5,10,1,9
38297,0,0,5,1,5,10,4,6
38298,8,0,1,1,5,2,5,6
38299,1,12,4,2,32,6,1,2
38300,1,63,0,0,18,6,1,0
38301,9,21,0,2,0,6,1,2
38302,5,2,1,2,17,6,1,2
38303,5,21,1,2,10,6,1,2
38304,1,2,3,0,18,6,1,0
38305,1,0,1,2,66,4,1,2
38306,4,93,5,2,6,10,1,2
38307,10,0,0,7,68,6,1,1
38308,2,0,1,7,1,4,2,5
38309,6,0,5,1,28,2,1,6
38310,2,0,16,0,9,4,1,0
38311,5,0,1,2,0,2,4,2
38312,1,0,10,2,5,2,3,2
38313,5,0,0,1,14,10,1,6
38314,2,0,1,2,6,12,1,2
38315,1,0,2,1,50,10,1,9
38316,3,40,1,2,47,2,1,2
38317,1,0,0,1,50,10,1,9
38318,1,23,1,2,13,4,1,2
38319,1,60,1,2,17,4,1,2
38320,0,26,1,2,21,4,1,2
38321,2,61,0,2,13,4,1,2
38322,10,0,0,5,68,6,1,7
38323,2,0,2,5,68,6,1,4
38324,16,0,0,5,0,6,3,7
38325,1,30,2,1,0,2,1,9
38326,1,37,5,1,20,2,1,9
38327,1,18,1,1,0,2,2,9
38328,1,0,3,7,6,6,1,1
38329,0,0,6,6,0,4,1,3
38330,8,0,12,0,55,4,1,0
38331,1,0,1,5,10,4,3,4
38332,0,0,3,0,91,4,1,0
38333,10,0,2,5,64,4,1,4
38334,0,0,0,7,0,6,2,5
38335,1,0,6,7,51,6,1,1
38336,3,67,6,7,9,4,1,1
38337,2,58,0,7,10,6,1,1
38338,1,63,3,2,39,10,1,2
38339,1,8,9,1,20,10,1,9
38340,6,0,2,1,0,10,5,6
38341,1,5,0,1,0,14,1,9
38342,0,0,11,1,6,10,1,6
38343,1,0,7,1,0,10,4,9
38344,6,2,0,2,4,6,1,2
38345,12,63,5,2,28,6,1,2
38346,7,83,1,2,0,6,1,2
38347,1,83,1,2,0,6,1,2
38348,1,83,0,2,0,6,1,2
38349,3,54,1,1,7,6,1,6
38350,3,85,0,1,5,6,1,6
38351,1,45,4,1,24,6,1,9
38352,0,15,1,1,7,6,1,6
38353,1,40,2,1,7,6,1,9
38354,8,0,1,1,18,6,1,6
38355,1,94,1,1,28,6,1,9
38356,7,0,5,1,75,10,1,6
38357,13,0,1,1,3,10,2,5
38358,2,0,2,0,52,6,1,0
38359,14,23,0,1,3,4,1,6
38360,9,0,3,0,6,4,1,0
38361,6,49,5,1,42,4,1,6
38362,10,0,0,0,6,4,1,0
38363,8,0,1,1,14,4,1,6
38364,0,0,2,1,14,4,1,6
38365,1,0,0,0,18,6,1,0
38366,6,0,3,1,21,4,1,6
38367,2,36,1,0,6,6,1,0
38368,1,94,1,1,21,10,2,9
38369,1,5,1,2,13,10,1,2
38370,7,5,3,2,4,10,1,2
38371,1,5,8,2,4,10,1,2
38372,1,0,3,2,28,10,1,2
38373,1,49,2,2,5,10,1,2
38374,1,5,0,2,17,10,1,2
38375,5,0,4,7,32,2,1,1
38376,3,0,3,7,56,4,1,1
38377,2,0,1,7,47,4,1,1
38378,5,0,10,7,31,2,1,1
38379,3,54,0,7,39,4,1,1
38380,0,0,9,7,10,10,1,1
38381,1,0,0,7,37,4,1,1
38382,1,0,5,1,83,4,2,5
38383,6,0,1,5,5,4,1,4
38384,0,0,2,5,15,4,1,4
38385,5,0,2,5,15,4,1,4
38386,0,0,2,5,19,4,1,4
38387,1,0,5,7,10,10,1,1
38388,16,0,2,5,10,4,4,4
38389,16,53,2,5,4,4,1,4
38390,1,15,8,2,8,4,1,2
38391,1,80,2,5,17,4,1,4
38392,0,21,1,2,13,4,1,2
38393,1,13,0,2,17,4,1,2
38394,1,0,1,2,16,4,1,2
38395,6,79,5,2,21,4,1,2
38396,1,26,3,2,17,4,1,2
38397,0,10,2,2,17,4,1,2
38398,1,0,3,1,47,6,1,9
38399,5,0,6,1,0,6,1,6
38400,1,45,2,1,0,6,1,9
38401,3,0,2,1,3,6,1,6
38402,5,0,1,1,5,6,4,6
38403,6,46,8,1,0,6,1,6
38404,1,90,1,1,3,10,1,9
38405,1,63,1,1,3,10,2,9
38406,1,91,1,1,11,10,1,9
38407,1,47,1,1,92,4,1,9
38408,13,25,1,1,11,10,1,6
38409,1,0,5,6,14,4,1,3
38410,1,0,2,6,14,4,1,3
38411,1,0,4,6,14,4,1,3
38412,1,13,1,2,0,4,2,2
38413,1,35,5,2,0,4,1,2
38414,1,0,5,2,11,4,1,2
38415,7,54,5,0,18,4,1,0
38416,0,0,0,1,28,10,1,6
38417,2,0,3,3,0,10,1,7
38418,3,0,1,0,1,6,1,0
38419,9,0,1,0,1,6,1,0
38420,3,0,2,0,26,2,2,5
38421,3,0,3,0,0,2,3,0
38422,5,0,3,0,46,2,1,0
38423,5,0,8,1,0,2,1,6
38424,0,82,1,1,0,14,1,6
38425,1,11,1,1,0,4,1,9
38426,1,1,1,1,0,14,1,9
38427,3,87,2,1,0,14,1,6
38428,14,0,3,1,0,14,1,6
38429,8,0,1,1,59,12,1,6
38430,0,14,3,5,73,2,1,4
38431,16,0,9,5,41,2,1,4
38432,8,0,13,5,1,2,1,4
38433,0,0,2,5,26,6,1,4
38434,1,65,1,1,28,4,1,9
38435,4,25,0,7,0,6,1,1
38436,0,82,1,0,18,6,1,0
38437,1,0,1,7,49,6,1,1
38438,1,77,1,7,0,6,1,1
38439,0,5,1,0,72,6,1,0
38440,10,0,2,7,34,6,2,5
38441,0,5,0,0,18,6,1,0
38442,2,0,21,7,68,6,1,1
38443,12,5,1,0,18,6,1,0
38444,10,58,11,0,0,4,1,0
38445,6,0,3,0,76,6,1,0
38446,2,68,0,7,72,6,1,1
38447,1,0,7,1,46,2,1,9
38448,8,0,1,1,56,10,1,6
38449,7,0,1,1,46,10,1,6
38450,7,0,4,1,3,10,1,6
38451,11,0,1,1,26,10,1,6
38452,13,0,5,1,3,10,1,6
38453,3,0,1,6,0,6,3,3
38454,1,0,1,0,69,2,2,5
38455,1,0,4,2,5,2,1,2
38456,7,0,1,0,20,2,1,0
38457,1,2,0,2,28,6,1,2
38458,0,0,3,5,70,4,1,4
38459,1,0,1,5,24,4,1,4
38460,1,38,2,1,18,10,1,9
38461,6,0,3,1,14,10,3,6
38462,1,45,5,1,2,4,1,9
38463,1,0,3,1,31,4,3,9
38464,6,0,5,1,31,9,1,6
38465,0,11,1,1,3,10,1,6
38466,0,35,3,0,18,6,1,0
38467,0,5,2,1,11,10,1,6
38468,1,71,3,0,18,6,1,0
38469,1,49,1,1,21,10,2,9
38470,1,35,3,0,18,6,2,0
38471,2,51,13,1,21,10,1,6
38472,14,44,3,1,92,10,1,6
38473,0,13,1,6,35,10,1,3
38474,0,0,3,6,0,2,2,5
38475,3,0,1,6,5,10,2,5
38476,1,2,4,6,35,2,1,3
38477,6,63,1,6,18,2,1,3
38478,1,2,6,6,35,2,1,3
38479,9,0,1,6,48,6,2,5
38480,1,0,1,6,48,6,5,3
38481,8,0,4,7,1,2,1,1
38482,3,51,1,0,17,6,1,0
38483,7,12,4,0,17,6,1,0
38484,1,0,0,0,46,6,2,5
38485,0,50,5,0,17,6,1,0
38486,1,37,0,0,17,6,1,0
38487,0,0,3,0,14,6,2,5
38488,5,0,3,0,25,6,1,0
38489,2,0,0,0,32,2,1,0
38490,2,0,16,0,53,4,1,0
38491,0,0,2,5,26,2,2,5
38492,0,60,2,1,0,2,1,6
38493,1,0,1,6,14,6,1,3
38494,0,30,0,1,0,2,1,6
38495,2,0,10,0,52,6,1,0
38496,10,0,6,7,26,4,1,1
38497,8,0,0,1,3,12,1,6
38498,9,38,1,1,3,5,1,6
38499,9,0,6,1,0,12,1,6
38500,1,0,5,7,70,2,1,1
38501,2,0,1,6,70,2,1,3
38502,2,0,0,6,70,2,1,3
38503,1,0,2,5,41,4,1,4
38504,13,93,3,0,38,4,1,0
38505,1,0,2,5,67,4,1,4
38506,6,0,1,6,27,6,2,5
38507,12,0,10,6,10,6,1,3
38508,3,0,2,1,3,10,2,5
38509,7,0,1,6,6,4,1,3
38510,2,0,1,6,52,4,3,3
38511,4,0,0,6,0,10,3,3
38512,4,0,0,5,38,6,2,5
38513,0,5,1,2,13,2,2,2
38514,4,5,2,0,0,2,1,0
38515,4,24,0,0,0,2,1,0
38516,0,69,12,2,21,2,1,2
38517,1,0,10,0,25,6,1,0
38518,1,0,1,0,46,6,6,0
38519,1,37,5,0,91,6,1,0
38520,5,0,8,1,0,10,1,6
38521,0,0,6,6,36,2,1,3
38522,0,0,1,6,36,2,2,5
38523,9,0,1,6,36,2,1,3
38524,1,75,2,6,35,2,1,3
38525,1,33,1,6,2,2,1,3
38526,1,41,1,6,2,2,1,3
38527,6,83,1,1,2,6,1,6
38528,4,34,1,1,26,6,1,6
38529,2,0,2,6,24,2,1,3
38530,3,62,1,6,5,2,1,3
38531,2,13,2,6,10,6,1,3
38532,1,0,1,0,9,6,1,0
38533,2,51,0,7,72,6,3,1
38534,6,0,3,0,9,6,1,0
38535,10,0,2,7,67,6,1,1
38536,1,0,2,7,27,10,1,1
38537,0,0,1,5,19,2,1,4
38538,3,0,3,1,28,10,2,5
38539,12,0,1,1,5,10,2,5
38540,0,0,2,5,41,4,2,5
38541,1,0,3,2,3,4,2,5
38542,1,13,0,2,10,4,1,2
38543,15,0,1,3,44,10,1,7
38544,2,0,2,3,3,10,5,4
38545,10,0,0,3,0,10,2,5
38546,9,0,2,3,38,2,1,4
38547,12,0,2,3,38,2,1,4
38548,12,0,1,3,38,2,1,7
38549,6,0,2,3,38,2,1,4
38550,6,0,1,3,38,2,2,5
38551,11,0,0,7,6,2,1,1
38552,0,0,3,0,5,2,11,0
38553,0,0,11,0,62,2,1,0
38554,0,41,1,6,18,2,1,3
38555,11,0,10,0,83,4,1,0
38556,7,34,0,1,92,4,1,6
38557,7,32,9,1,2,6,1,6
38558,1,65,1,1,28,6,1,9
38559,1,25,1,1,17,4,2,9
38560,2,0,11,1,46,12,1,6
38561,6,0,3,1,24,4,1,6
38562,13,87,3,1,5,2,1,6
38563,1,0,10,1,3,4,5,9
38564,1,28,1,1,67,12,1,9
38565,1,14,1,1,29,12,1,9
38566,1,25,1,1,7,6,1,9
38567,0,0,5,1,11,6,1,6
38568,3,0,2,3,64,10,1,4
38569,0,80,4,0,18,2,1,0
38570,15,0,5,7,27,10,1,1
38571,15,0,6,7,10,2,1,1
38572,2,0,6,6,1,2,1,3
38573,1,74,4,1,3,2,1,9
38574,16,0,0,5,73,2,1,7
38575,3,0,0,7,0,2,4,1
38576,14,0,1,6,24,2,1,3
38577,6,79,3,2,13,4,1,2
38578,1,88,1,2,4,4,1,2
38579,3,0,3,2,11,4,1,2
38580,1,0,8,2,5,4,2,5
38581,1,60,1,0,46,4,1,0
38582,6,0,1,0,67,4,1,0
38583,2,0,4,0,83,2,1,0
38584,6,14,1,0,18,6,1,0
38585,1,86,0,0,18,2,1,0
38586,2,0,3,0,83,2,1,0
38587,7,86,1,0,18,2,1,0
38588,2,0,5,0,63,2,1,0
38589,1,23,1,0,70,6,1,0
38590,7,23,1,0,70,6,1,0
38591,13,24,0,1,92,10,1,6
38592,0,93,1,1,3,10,1,6
38593,0,45,4,1,3,10,1,6
38594,1,63,3,1,92,10,1,9
38595,1,52,0,1,11,10,1,9
38596,6,0,1,0,6,6,1,0
38597,9,0,1,0,6,6,1,0
38598,1,0,9,1,11,4,1,9
38599,8,0,3,1,3,4,2,5
38600,11,0,2,3,64,2,1,4
38601,13,0,3,0,45,4,1,0
38602,1,0,1,0,76,10,1,0
38603,4,0,8,0,73,2,1,0
38604,6,0,3,0,10,2,2,5
38605,14,0,1,0,5,10,2,5
38606,2,0,1,5,68,4,1,4
38607,1,95,1,2,7,4,1,2
38608,10,0,1,5,68,4,1,4
38609,3,91,5,2,17,4,1,2
38610,2,0,0,5,68,4,3,7
38611,1,0,3,2,0,4,5,2
38612,1,8,1,2,10,4,1,2
38613,5,0,3,2,0,4,1,2
38614,5,0,0,2,0,4,1,2
38615,4,33,6,7,72,2,1,1
38616,9,0,3,0,10,4,1,0
38617,0,0,3,0,61,4,1,0
38618,1,5,0,0,17,10,1,0
38619,1,58,1,0,72,10,1,0
38620,1,5,0,0,18,10,1,0
38621,5,64,16,0,18,4,1,0
38622,6,0,1,0,70,4,1,0
38623,1,37,4,1,43,4,1,9
38624,1,65,1,1,87,4,1,9
38625,1,59,0,1,2,12,1,9
38626,9,95,3,1,83,12,1,6
38627,0,37,0,1,18,12,1,6
38628,5,78,2,1,3,12,1,6
38629,7,0,1,1,3,12,3,6
38630,1,76,2,1,18,12,1,9
38631,3,0,4,1,46,12,1,6
38632,6,95,2,1,3,12,1,6
38633,0,21,1,1,3,12,1,6
38634,1,3,1,1,0,10,2,9
38635,0,9,9,1,3,12,1,6
38636,13,0,3,1,6,10,1,6
38637,2,14,1,1,7,6,1,6
38638,15,82,1,1,14,6,1,6
38639,1,31,2,1,18,6,1,9
38640,1,0,3,1,20,6,1,9
38641,1,0,2,1,2,6,1,9
38642,3,13,5,1,18,6,1,6
38643,1,4,2,1,18,6,1,9
38644,14,0,2,3,46,2,1,4
38645,4,0,2,0,91,10,1,0
38646,3,0,2,3,46,10,1,4
38647,11,0,2,3,53,14,1,4
38648,1,0,1,3,0,10,5,7
38649,1,0,8,3,0,10,1,7
38650,1,0,11,3,76,12,1,7
38651,1,28,1,1,18,4,1,9
38652,6,82,2,1,43,1,1,6
38653,12,5,11,1,43,4,1,6
38654,0,53,3,1,2,1,1,6
38655,0,23,1,1,2,4,1,6
38656,1,13,9,1,35,4,1,9
38657,0,8,0,1,18,10,1,6
38658,1,32,1,1,18,4,1,9
38659,12,67,1,1,43,4,1,6
38660,8,0,5,1,56,4,1,6
38661,2,0,2,5,14,2,2,5
38662,16,0,13,5,27,2,1,4
38663,1,0,6,1,3,10,5,9
38664,5,0,6,7,51,4,1,1
38665,1,0,5,1,67,4,2,5
38666,1,26,1,1,11,10,1,9
38667,13,0,1,1,0,4,1,6
38668,1,0,3,1,67,4,1,9
38669,1,67,0,1,11,4,1,9
38670,1,0,0,1,91,4,1,9
38671,5,77,1,1,0,14,1,6
38672,2,0,2,1,5,10,1,6
38673,0,0,1,0,70,4,2,5
38674,1,36,1,2,3,2,1,2
38675,5,80,3,0,18,2,1,0
38676,7,47,5,0,45,2,1,0
38677,3,12,1,1,0,12,1,6
38678,2,0,1,6,1,2,2,5
38679,0,77,5,6,0,6,1,3
38680,1,94,1,1,5,12,1,9
38681,1,83,4,1,3,2,1,9
38682,1,24,1,6,18,6,1,3
38683,13,0,10,1,0,12,1,6
38684,6,74,6,1,3,2,1,6
38685,1,23,17,0,48,6,1,0
38686,6,68,1,0,70,6,1,0
38687,2,60,0,0,18,6,1,0
38688,7,23,3,0,89,6,1,0
38689,5,91,1,0,65,6,1,0
38690,5,2,1,0,0,6,1,0
38691,12,2,1,0,0,6,1,0
38692,2,0,5,3,6,12,1,7
38693,1,93,1,1,4,12,1,9
38694,3,4,3,1,21,4,1,6
38695,12,0,0,1,21,4,1,6
38696,0,7,1,1,3,4,1,6
38697,0,26,0,1,3,4,1,6
38698,11,81,3,6,18,6,1,3
38699,3,79,1,6,18,6,1,3
38700,3,81,1,6,18,6,1,3
38701,6,0,2,6,5,2,1,3
38702,0,0,1,6,91,6,2,5
38703,14,0,1,6,5,2,1,3
38704,2,0,11,7,5,2,1,1
38705,1,54,1,0,20,10,1,0
38706,10,0,0,0,20,12,2,5
38707,1,48,1,0,7,2,1,0
38708,1,86,3,0,18,2,1,0
38709,4,0,6,7,40,4,1,1
38710,0,0,2,2,7,4,2,5
38711,10,0,6,7,40,4,1,1
38712,2,0,8,2,7,4,1,2
38713,2,40,5,2,86,4,1,2
38714,4,64,0,2,13,10,1,2
38715,2,96,2,2,13,10,1,2
38716,12,10,0,2,13,10,1,2
38717,11,23,6,7,49,4,1,1
38718,2,22,0,7,32,4,1,1
38719,2,23,0,7,32,5,1,1
38720,1,64,1,2,12,4,1,2
38721,1,5,1,2,8,4,1,2
38722,0,7,10,2,21,10,1,2
38723,7,28,1,0,70,10,1,0
38724,4,0,11,7,0,1,1,1
38725,0,0,1,2,10,10,1,2
38726,4,0,0,3,50,8,1,7
38727,1,2,2,0,7,10,1,0
38728,0,0,9,3,68,2,1,7
38729,1,86,0,0,43,2,1,0
38730,1,67,5,2,10,2,1,2
38731,1,50,5,2,0,2,1,2
38732,6,91,5,0,4,6,1,0
38733,6,0,1,0,5,6,5,0
38734,6,5,1,2,6,2,1,2
38735,0,0,1,0,46,2,4,0
38736,11,33,1,2,13,10,1,2
38737,3,5,0,2,17,10,1,2
38738,3,0,8,2,20,10,1,2
38739,3,71,5,2,0,10,1,2
38740,7,5,1,2,83,10,1,2
38741,7,0,3,2,0,10,1,2
38742,0,14,1,0,43,10,1,0
38743,9,18,0,2,17,10,1,2
38744,11,0,0,0,83,10,1,0
38745,4,0,2,0,20,2,1,0
38746,1,0,2,0,9,2,1,0
38747,11,0,2,3,0,10,2,5
38748,2,0,0,0,70,2,1,0
38749,2,0,16,0,70,2,1,0
38750,3,0,7,7,30,10,2,5
38751,3,38,0,7,41,6,1,1
38752,0,83,1,1,5,12,1,6
38753,9,0,2,5,0,4,2,5
38754,2,0,2,5,15,4,2,5
38755,4,0,2,5,15,4,1,4
38756,16,9,0,5,18,4,1,7
38757,5,80,0,0,24,4,1,0
38758,1,0,5,2,32,4,1,2
38759,1,81,0,0,5,4,1,0
38760,1,0,0,2,1,4,1,2
38761,1,43,5,2,4,4,1,2
38762,2,0,0,7,20,4,2,5
38763,11,0,7,7,10,4,1,1
38764,5,0,0,7,73,4,1,1
38765,5,0,0,7,0,4,2,5
38766,8,0,7,7,21,4,1,1
38767,6,0,0,7,11,4,1,1
38768,3,0,7,7,64,6,1,1
38769,4,0,7,7,6,6,6,1
38770,2,26,0,7,53,6,1,1
38771,3,0,7,7,24,6,2,5
38772,5,43,0,7,6,6,1,1
38773,2,0,0,7,46,10,2,5
38774,0,0,0,0,63,2,1,0
38775,6,0,5,0,9,2,1,0
38776,0,18,1,0,0,2,1,0
38777,2,0,9,7,39,4,1,1
38778,2,0,0,5,48,10,1,7
38779,2,0,7,3,46,4,1,7
38780,1,22,0,5,72,10,1,7
38781,1,22,1,5,72,10,1,9
38782,3,39,1,5,72,10,1,4
38783,6,0,5,1,0,6,2,5
38784,12,0,2,5,63,4,1,4
38785,2,71,0,5,10,4,1,7
38786,2,35,0,5,10,4,1,7
38787,2,71,0,5,67,4,1,7
38788,1,0,2,5,49,4,1,4
38789,4,0,2,5,67,2,2,5
38790,10,0,13,5,0,4,1,4
38791,4,0,6,7,8,4,1,1
38792,4,0,16,7,38,4,1,1
38793,4,0,1,0,18,2,1,0
38794,1,0,10,1,5,4,4,9
38795,1,26,3,1,28,4,1,9
38796,7,5,1,1,2,4,1,6
38797,14,5,1,1,2,4,1,6
38798,7,64,6,1,18,4,1,6
38799,0,51,6,1,9,4,1,6
38800,13,0,3,1,3,10,2,5
38801,1,36,3,1,87,4,1,9
38802,6,63,0,5,5,2,1,7
38803,1,12,3,1,7,10,1,9
38804,0,50,10,1,9,4,1,6
38805,4,0,2,7,34,4,1,1
38806,0,41,1,1,87,4,1,6
38807,3,0,2,5,83,2,1,4
38808,1,0,12,0,83,2,1,0
38809,1,21,1,0,18,2,1,0
38810,1,91,1,0,67,2,1,0
38811,1,50,0,0,1,2,1,0
38812,1,50,1,0,70,2,1,0
38813,1,37,1,0,70,2,1,0
38814,11,0,9,3,6,10,2,5
38815,0,0,2,3,65,4,1,4
38816,10,0,7,3,6,6,1,7
38817,1,0,2,3,88,4,1,4
38818,1,0,1,3,10,4,2,5
38819,7,32,1,0,44,4,1,0
38820,0,0,12,5,71,2,1,4
38821,0,0,2,5,63,4,2,5
38822,0,97,2,5,19,4,1,4
38823,1,0,3,0,51,2,2,5
38824,2,0,6,5,27,10,1,4
